review_id,author,author_url,rating,text,date,date_relative,language,helpful_count,response_text,response_date,page_number
Ci9DQUlRQUNvZENodHljRjlvT2pKa1RqTmlZekpwWVU5YVFXc3ljR0ZoYTNkemRFRRAB,,https://www.google.com/maps/contrib/103191009943733118738/reviews?hl=th,5,,,สัปดาห์ที่แล้ว,,0,,,1
Ci9DQUlRQUNvZENodHljRjlvT2taVmIxbFFWMHRzTjNGdGFWUkxkVTVzYTIxcldYYxAB,,https://www.google.com/maps/contrib/110133620598907081851/reviews?hl=th,4,,,สัปดาห์ที่แล้ว,,0,,,1
Ci9DQUlRQUNvZENodHljRjlvT2xSRFRVZDRPWEoxWjA1WGJWTXliMlpTWm5wU1RIYxAB,,https://www.google.com/maps/contrib/116404049270766457590/reviews?hl=th,4,,,4 เดือนที่แล้ว,,0,,,1
Ci9DQUlRQUNvZENodHljRjlvT2xsUGVuZFZPR1Z6ZVZNMU0wNUJkalJyUm1aQ1RuYxAB,,https://www.google.com/maps/contrib/115547723419573596572/reviews?hl=th,5,,,เดือนที่แล้ว,,0,,,1
Ci9DQUlRQUNvZENodHljRjlvT201NlFpMXBSVzlDUjJ4WGJsOWZaV0YyTkhkb1EyYxAB,,https://www.google.com/maps/contrib/115117971946626098322/reviews?hl=th,4,,,2 เดือนที่แล้ว,,0,,,1
Ci9DQUlRQUNvZENodHljRjlvT2psQ1ZVTjBZbTAxYWxOV1IwcHZjWGhOTWkxeFVXYxAB,,https://www.google.com/maps/contrib/101919813264932470770/reviews?hl=th,4,,,3 เดือนที่แล้ว,,0,,,1
Ci9DQUlRQUNvZENodHljRjlvT2xCV1RFRktjVWh2VEdoR04yaFNkelJMU1ZWblNWRRAB,,https://www.google.com/maps/contrib/108052288240904701625/reviews?hl=th,5,,,3 สัปดาห์ที่แล้ว,,0,,,1
Ci9DQUlRQUNvZENodHljRjlvT21reExXdFVOa3BxZFRoVGIxOUVkR3RJYTNVd2JuYxAB,,https://www.google.com/maps/contrib/113964226433987484987/reviews?hl=th,5,,,4 เดือนที่แล้ว,,0,,,1
Ci9DQUlRQUNvZENodHljRjlvT201aVJERnlNbXBHWnpCcllrcGphMFY2VlhoVVYzYxAB,,https://www.google.com/maps/contrib/107133230041017537906/reviews?hl=th,2,,,3 เดือนที่แล้ว,,0,,,1
ChZDSUhNMG9nS0VJQ0FnTURJNWU2V2VnEAE,,https://www.google.com/maps/contrib/115223876765101615599/reviews?hl=th,5,,,6 เดือนที่แล้ว,,0,,,1
ChdDSUhNMG9nS0VJQ0FnSURfaGVfUXRnRRAB,,https://www.google.com/maps/contrib/111527294797955894191/reviews?hl=th,5,,,9 เดือนที่แล้ว,,0,,,1
Ci9DQUlRQUNvZENodHljRjlvT21aMFZYSm9XWFpZWldwbFNVVXpTbGhDTFZvelRXYxAB,,https://www.google.com/maps/contrib/112663336917538023199/reviews?hl=th,5,,,2 เดือนที่แล้ว,,0,,,1
